team_id,1_player,2_player,3_player,4_player,5_player,prpg!,dprpg,bpm,obpm,dbpm
2016 Iona,A.J. English,Ibn Muhammad,Deyshonee Much,Isaiah Williams,Jordan Washington,13.5,12.4,8.7,11.4,1.3
2020 Northern Kentucky,Bryson Langdon,Tyler Sharpe,Trevon Faulkner,Jalen Tate,Dantez Walton,9.7,15.7,8.6,3.7,4.1
2017 Northern Kentucky,Lavone Holland II,Jordan Garnett,Cole Murray,Carson Williams,Drew McDonald,11.4,11.8,8.2,8.6,2
2020 Siena,Jalen Pickett,Donald Carey,"Gary Harris, Jr.",Manny Camper,Elijah Burns,12.5,11.7,8.1,9.9,0
2020 Boston University,Javante McCoy,Jonas Harper,Walter Whyte,Max Mahoney,Sukhmail Mathon,9.7,12,8.1,7.6,5.9
2022 Delaware,Kevin Anderson,Jameer Nelson Jr.,Ebby Asamoah,Jyare Davis,Andrew Carr,10.9,11.3,8.1,6.9,4.6
2020 Little Rock,Markquis Nowell,Jovan Stulic,Ben Coupet Jr,Kamani Johnson,Ruot Monyyong,10.9,13.7,8,7.6,2.4
2019 Georgia St.,D'Marcus Simonds,Kane Williams,Jeff Thomas,Damon Wilson,Malik Benlevi,11.1,14.5,7.8,4.2,0.3
2019 Saint Louis,Tramaine Isabell,Jordan Goodwin,Javon Bess,Hasahn French,D.J. Foreman,7.9,18.9,7.7,-0.4,3.5
2016 Chattanooga,Greg Pryor,Eric Robertson,Tre' McLean,Chuck Ester,Justin Tuoyo,8.3,14.3,7.7,2.2,3.4
2018 Penn,Darnell Foreman,Devon Goodman,Caleb Wood,Ryan Betley,AJ Brodeur,7.8,13.9,7.7,2,6.9
2016 Green Bay,Carrington Love,Khalil Small,Charles Cooper,Jordan Fouse,Kenneth Lowe,9.6,12.2,7.6,6.6,1.5
2017 Iona,Rickey McGill,Schadrac Casimir,Deyshonee Much,E.J. Crawford,Jordan Washington,10.1,10.2,7.6,9.1,0.8
2021 Oral Roberts,Max Abmas,Carlos Jurgens,Kareem Thompson,Francis Lacis,Kevin Obanor,12.9,11.8,7.6,8.2,-3.5
2021 UNC Greensboro,Isaiah Miller,Keyshaun Langley,Kaleb Hunter,Angelo Allegri,Mohammed Abdulsalam,8.8,14,7.5,2.9,4.3
2024 Western Kentucky,Don McHenry,Khristian Lander,Brandon Newman,Tyrone Marshall Jr.,Babacar Faye,6.8,12.6,7.5,1.7,3.4
2023 Northern Kentucky,Xavier Rhodes,Marques Warrick,Sam Vinson,Trey Robinson,Chris Brandon,9.1,14.4,7.4,2.1,4
2015 Eastern Washington,Tyler Harvey,Parker Kelly,Drew Brandon,Ognjen Miljkovic,Venky Jois,13.8,11.5,7.3,12,-3.8
2017 Troy,Kevin Baker,Wesley Person,DeVon Walker,Jordon Varnado,"Juan Davis, Jr.",10.7,10.2,7.2,10.1,1
2022 Colgate,Nelly Cummings,Jack Ferguson,Tucker Richardson,Ryan Moffatt,Keegan Records,13.3,12.4,7.2,9.3,2.6
2016 UNC Asheville,Dylan Smith,Kevin Vannatta,Ahmad Thomas,Sam Hughes,Dwayne Sutton,8,16.4,7,0.6,3.9
2021 Morehead St.,Ta'Lon Cooper,Skyelar potter,De'Von Cooper,"James Baker, Jr.",Johni Broome,8.7,15.3,6.9,2.1,2
2018 Wright St.,Cole Gentry,Mark Hughes,Grant Benzinger,Parker Ernsthausen,Loudon Love,7.5,16.7,6.6,-1.6,4.3
2022 Norfolk St.,Joe Bryant Jr.,Jalen Hawkins,Tyrese Jenkins,Dana Tate Jr.,Kris Bankston,10.2,12.9,6.6,5.6,2.8
2018 Lipscomb,Kenny Cooper,Michael Buckland,Garrison Mathews,Rob Marberry,Eli Pepper,7.8,13.7,6.5,1.8,7.8
2015 UAB,Nick Norton,Hakeem Baxter,Robert Brown,Tosin Mehinti,William Lee,6.3,13.1,6,1.5,-0.2
2020 Eastern Washington,Ellis Magnuson,Jack Perry,Jacob Davison,Kim Aiken Jr.,Mason Peatling,10.6,14,6,4.4,1.5
2022 Jacksonville St.,Jalen Finch,Jalen Gibbs,Darian Adams,Kayne Henry,Brandon Huffman,9.5,12.7,6,1.4,2.8
2022 Bryant,Luis Hurtado Jr.,Charles Pride,Peter Kiss,Adham Eleeda,Hall Elisias,11.5,11.5,5.7,7.8,1.5
2021 Drexel,Camren Wynter,Xavier Bell,Zach Walton,T.J. Bickerstaff,James Butler,11.9,10.4,5.7,8.7,-2.5
2017 North Dakota,Geno Crandall,Quinton Hooker,Corey Baldwin,Conner Avants,Drick Bernstine,8.5,14.1,5.5,3.4,2.4
2018 Cal St. Fullerton,Austen Awosika,Kyle Allman Jr.,Khalil Ahmad,Jackson Rowe,Arkim Robertson,9.6,12.8,5.5,3.2,3.2
2022 Akron,Xavier Castaneda,Greg Tribble,Mikal Dawson,Ali Ali,Enrique Freeman,12.1,12.4,5.4,7.3,3.2
2015 Coastal Carolina,Shivaughn Wiggins,Josh Cameron,Warren Gillis,Badou Diagne,Tristian Curtis,8.2,12.4,5.4,5.2,0.3
2017 North Carolina Central,Dajuan Graf,Rashaun Madison,Patrick Cole,Del'Vin Dickerson,Kyle Benton,8.8,15.1,5.3,2,2.4
2019 Bradley,Darrell Brown,Luqman Lundy,Dwayne Lautier-Ogunleye,Elijah Childs,Luuk van Bree,7.2,13,5.2,1.3,2.6
2019 Colgate,Jordan Burns,Tucker Richardson,Will Rayman,Dana Batt,Rapolas Ivanauskas,12,12.4,5.2,7.3,-2.5
2018 UMBC,K.J. Maura,Jairus Lyles,Joe Sherburne,Arkel Lamar,Daniel Akin,9.4,13.3,5.1,2.1,2.2
2022 Montana St.,Xavier Bishop,Amin Adamu,Tyler Patterson,Abdul Mohamed,Jubrile Belo,8.5,12.7,4.8,3.8,-0.3
2024 South Dakota St.,Zeke Mayo,Matt Mims,Charlie Easley,Luke Appel,William Kyle III,11.1,13,4.8,4.5,0.4
2015 Robert Morris,Kavon Stewart,Marcquise Reed,Rodney Prior,Aaron Tate,Elijah Minnie,6.3,11.5,4.7,3.5,-0.3
2022 Cal St. Fullerton,Damari Milstead,Tory San Antonio,Latrell Wrightsell Jr.,E.J. Anosike,Vincent Lee,7.7,12,4.6,0.2,5.5
2016 Weber St.,McKay Cannon,Jeremy Senglin,Ryan Richardson,Zach Braxton,Joel Bolomboy,7.5,13.6,4.2,0.4,-0.1
2019 Abilene Christian,Damien Daniels,Payten Ricks,Jaylen Franklin,Jaren Lewis,Hayden Farquhar,7.3,12.8,4.2,0.3,4.9
2020 Winthrop,Chandler Vaudrin,Kyle Zunic,Hunter Hale,Micheal Anumba,Josh Ferguson,7.3,11.6,4,3,0.2
2016 Florida Gulf Coast,Zach Johnson,Julian DeBose,Christian Terrell,Marc-Eddy Norelia,Demetris Morant,7,13,3.9,0.3,6.6
2024 Colgate,Braeden Smith,Jalen Cox,Brady Cummins,Ryan Moffatt,Keegan Records,7.8,13.3,3.8,-0.8,5.9
2022 Texas A&M Corpus Chris,Jalen Jackson,Terrion Murdix,Simeon Fryer,Isaac Mushila,De'Lazarus Keys,4.9,11.2,3.7,-2.8,7.3
2018 Iona,Rickey McGill,Schadrac Casimir,Zach Lewis,E.J. Crawford,Roland Griffin,10.7,10.4,3.7,6,1.2
2015 Lafayette,Nick Lindner,Joey Ptasinski,Bryce Scott,Seth Hinrichs,Dan Trist,15.4,8.2,3.6,15,-5.4
2019 Gardner Webb,Jaheam Cornwall,David Efianayi,Nate Johnson,Jose Perez,DJ Laster,10.5,10.9,3.5,8.1,-1
2019 Montana,Timmy Falls,Ahmaad Rorie,Michael Oguine,Sayeed Pridgett,Bobby Moorehead,8.5,13.1,3.5,2,3.1
2020 Robert Morris,Jon Williams,Dante Treacy,Josh Williams,AJ Bramah,Yannis Mendy,8.6,11.7,2.7,2.7,2.4
2017 Jacksonville St.,Malcolm Drumwright,Greg Tucker,Erik Durham,Christian Cunningham,Norbertas Giga,8.8,12.6,2.6,3.1,-0.9
2022 Wright St.,Trey Calvin,Keaton Norris,Tanner Holden,Tim Finke,Grant Basile,11.3,12.1,2.5,5.3,-1.1
2017 Mount St. Mary's,Elijah Long,Junior Robinson,Miles Wilson,Greg Alexander,Chris Wray,6.7,14.1,2.3,0.3,2.9
2023 Howard,Elijah Hawkins,Marcus Dockery,Shy Odom,Steve Settle III,Jordan Wood,7.6,10.2,2.3,4.5,-2.8
2016 Southern,Christopher Hyder,Trelun Banks,Adrian Rodgers,Shawn Prudhomme,Jared Sam,7.7,12,2.2,3.8,1
2019 Old Dominion,Ahmad Caver,Xavier Green,B.J. Stith,Aaron Carver,Elbert Robinson III,6.3,15.8,2.2,-6.5,4.1
2021 Hartford,Traci Carter,DJ Mitchell,Austin Williams,Hunter Marks,Miroslav Stafl,6.7,14.6,2.2,-2.4,3.9
2017 UC Davis,Darius Graham,Brynton Lemar,Lawrence White,Chima Moneke,J.T. Adenrele,5.4,13.5,2.2,-2.8,4.2
2015 North Dakota St.,Lawrence Alexander,Carlin Dupree,Kory Brown,A.J. Jacobson,Chris Kading,7.2,14.7,2,-0.4,4
2016 Austin Peay,Josh Robinson,Khalil Davis,Jared Savage,Kenny Jones,Chris Horton,8.5,11,1,5.8,-5.9
2021 Cleveland St.,Craig Beaudion,D'Moi Hodge,Tre Gomillion,Torrey Patton,Algevon Eichelberger,7.1,11.9,0.9,-0.1,3
2023 UNC Asheville,Caleb Burgess,Fletcher Abee,Tajion Jones,Nick McMullen,Drew Pember,9.3,13.8,0.7,0.5,-2.1
2017 New Orleans,Christavious Gill,Tevin Broyles,Erik Thomas,Makur Puou,Travin Thibodeaux,5.4,14.1,0.7,-3.3,0.1
2019 Iona,Rickey McGill,Asante Gist,Ben Perez,E.J. Crawford,Tajuan Agee,12.6,10.2,0.6,6.9,-0.8
2020 Prairie View A&M,Faite Williams,Antione Lister,Chancellor Ellis,Gerard Andrus,Devonte Patterson,6.9,10.7,0.5,0,3.1
2018 Radford,Travis Fields Jr.,Carlik Jones,Donald Hicks,Ed Polite Jr.,Devonnte Holland,7.2,11.8,0.4,-2.7,3
2021 Norfolk St.,Devante Carter,Joe Bryant Jr.,Kyonze Chavis,Kashaun Hicks,J.J. Matthews,6.5,10.7,0.1,-0.5,1.6
2024 Saint Peter's,Latrell Reid,Marcus Randolph,Corey Washington,Mouhamed Sow,Michael Houge,6.2,12.5,-0.4,-2,-2.4
2021 Appalachian St.,Justin Forrest,Michael Almonacy,Adrian Delph,Donovan Gregory,RJ Duhart,8.1,11.9,-0.5,-0.8,0.2
2015 Texas Southern,Madarious Gibbs,David Blanks,Chris Thomas,Malcolm Riley,Tonnie Collier,7.7,9.7,-0.6,6.8,-3.6
2019 Fairleigh Dickinson,Jahlil Jenkins,Darnell Edge,Kaleb Bishop,Elyjah Williams,Mike Holloway Jr.,12,10,-0.9,5.4,-5.1
2021 Texas Southern,Michael Weathers,Jordan Gilliam,Justin Hopkins,Yahuza Rasas,John Walker III,5.6,11.4,-1,-1.8,-0.6
2022 Texas Southern,PJ Henry,Bryson Etienne,AJ Lawson,Joirdon Karl Nicholas,Brison Gresham,4.1,10.9,-1.2,-5.3,4.7
2017 Texas Southern,Demontrae Jefferson,Jalan McCloud,Zach Lofton,Kevin Scott,Marvin Jones,7.9,10.2,-1.7,0.8,-2.1
2024 Montana St.,Eddie Turner III,Robert Ford III,Tyler Patterson,Sam Lecholat,John Olmsted,6.2,10.4,-1.8,-2.2,-0.2
2019 North Dakota St.,Vinnie Shahid,Jared Samuelson,Tyson Ward,Sam Griesel,Rocky Kreuser,8.9,9,-1.8,3.8,-6.1
2016 Hampton,Reginald Johnson,Lawrence Cooks,Brian Darden,Quinton Chievous,Dionte Adams,7.5,10.8,-2.2,1.2,0.9
2024 Longwood,Walyn Napper,DA Houston,Jesper Granlund,Michael Christmas,Elijah Tucker,6.5,11.5,-2.3,-2.6,2.9
2021 Mount St. Mary's,Damian Chong Qui,Deandre Thomas,Nana Opoku,Mezie Offurum,Malik Jefferson,6.7,14.6,-2.4,-4.5,-2.3
2018 Texas Southern,Demontrae Jefferson,Derrick Bruce,Robert Lewis,Donte Clark,Trayvon Reed,11.4,9.7,-2.5,5.1,-5.2
2023 Texas A&M Corpus Chris,Jalen Jackson,Ross Williams,Trevian Tennyson,Simeon Fryer,Isaac Mushila,7.1,9.5,-3,2.4,-8.1
2024 Howard,Isiah Warfield,Jordan Hairston,Marcus Dockery,Bryce Harris,Seth Towns,10.2,7.9,-3.4,4.3,-1.9
2017 South Dakota St.,Michael Orris,Chris Howell,Lane Severyn,Reed Tellinghuisen,Mike Daum,9.9,7.9,-3.5,3,-4.4
2024 Stetson,Stephan Swanson,Jalen Blackmon,Tristan Gross,Alec Oglesby,Aubin Gateretse,11.9,8,-3.7,5.6,-6.5
2023 Fairleigh Dickinson,Demetre Roberts,Grant Singleton,Sean Moore,Joe Munden Jr.,Ansley Almonor,10.7,5.6,-4,6.8,-7.5
2019 Prairie View A&M,Dennis Jones,Gary Blackston,Gerard Andrus,Devonte Patterson,Iwin Ellis,5.7,10.7,-4.2,-3.4,0
2016 Holy Cross,Anthony Thompson,Eric Green,Karl Charles,Robert Champion,Malachi Alexander,4.4,9.7,-5.6,-2.1,-2.5
2024 Grambling St.,Tra'Michael Moton,Kintavious Dozier,Jourdan Smith,Antwan Burnett,Jonathan Aku,5.3,10,-5.6,-4.9,-0.5
2023 Texas Southern,PJ Henry,Kolby Granger,Davon Barnes,John Walker III,Joirdon Karl Nicholas,6.1,10.7,-5.7,-0.9,-2.2
2023 Southeast Missouri St.,Phillip Russell,Israel Barnes,Chris Harris,Dylan Branson,Nate Johnson,7.3,9.5,-6,-1.3,-6.8
2018 LIU,Jashaun Agosto,Julian Batts,Joel Hernandez,Raiquan Clark,Zach Coleman,8.4,10.1,-7,-1,-5.3
2016 Fairleigh Dickinson,Stephan Jiggetts,Darian Anderson,Marques Townes,Earl Potts Jr.,Mike Holloway,8.9,7.9,-7.5,2.8,-5.5
2019 North Carolina Central,Jordan Perkins,"Randy Miller, Jr.",Larry McKnight Jr.,Zacarry Douglas,Raasean Davis,4.6,9.9,-8.1,-4.2,-4
2015 Hampton,Deron Powers,Brian Darden,Reginald Johnson,Quinton Chirvous,Jervon Pressley,4.9,9.2,-9.1,-0.8,-7.2
2020 North Carolina Central,Mike Melvin,Ty Graves,C.J. Keyser,Evan Clayborne,Jibri Blount,4.2,9.5,-9.8,-7.8,-4.9
2024 Wagner,Javier Ezquerra,Julian Brown,Melvin Council Jr.,Tahron Allen,Keyontae Lewis,3.6,11.6,-11.5,-8.9,-2.6
2018 North Carolina Central,Jordan Perkins,Reggie Gardner Jr.,John Guerra,Zacarry Douglas,Raasean Davis,3.7,6.5,-16.1,-8.1,-9.5
