game_id,id,year,region,round,high_bracket_seed,high_bracket_team,high_team_id,low_bracket_seed,low_bracket_team,low_team_id,high_bracket_score,low_bracket_score,point_diff,point_total,win
20221404,1404,2022,East,First Round,4,Oklahoma,2022 Oklahoma,13,IUPUI,2022 IUPUI,78,72,6,150,1
20221403,1403,2022,East,First Round,6,Kentucky,2022 Kentucky,11,Princeton,2022 Princeton,62,69,-7,131,0
20221405,1405,2022,East,First Round,3,Indiana,2022 Indiana,14,Charlotte,2022 Charlotte,85,51,34,136,1
20221407,1407,2022,East,First Round,7,UCF,2022 UCF,10,Florida,2022 Florida,69,52,17,121,1
20221402,1402,2022,East,First Round,2,Connecticut,2022 Connecticut,15,Mercer,2022 Mercer,83,38,45,121,1
20222409,2409,2022,East,Second Round,1,North Carolina St.,2022 North Carolina St.,9,Kansas St.,2022 Kansas St.,89,57,32,146,1
20222410,2410,2022,East,Second Round,5,Notre Dame,2022 Notre Dame,4,Oklahoma,2022 Oklahoma,108,64,44,172,1
20222411,2411,2022,East,Second Round,11,Princeton,2022 Princeton,3,Indiana,2022 Indiana,55,56,-1,111,0
20222412,2412,2022,East,Second Round,7,UCF,2022 UCF,2,Connecticut,2022 Connecticut,47,52,-5,99,0
20223413,3413,2022,East,Sweet 16,1,North Carolina St.,2022 North Carolina St.,5,Notre Dame,2022 Notre Dame,66,63,3,129,1
20223414,3414,2022,East,Sweet 16,3,Indiana,2022 Indiana,2,Connecticut,2022 Connecticut,58,75,-17,133,0
20224415,4415,2022,East,Elite Eight,1,North Carolina St.,2022 North Carolina St.,2,Connecticut,2022 Connecticut,87,91,-4,178,0
20225516,5516,2022,Final Four,Final Four,1,South Carolina,2022 South Carolina,1,Louisville,2022 Louisville,72,59,13,131,1
20225517,5517,2022,Final Four,Final Four,1,Stanford,2022 Stanford,2,Connecticut,2022 Connecticut,58,63,-5,121,0
20225618,5618,2022,Final Four,Championship,1,South Carolina,2022 South Carolina,2,Connecticut,2022 Connecticut,64,49,15,113,1
20231101,1101,2023,South,First Round,1,South Carolina,2023 South Carolina,16,Norfolk St.,2023 Norfolk St.,72,40,32,112,1
20231108,1108,2023,South,First Round,8,South Florida,2023 South Florida,9,Marquette,2023 Marquette,67,65,2,132,1
20231106,1106,2023,South,First Round,5,Oklahoma,2023 Oklahoma,12,Portland,2023 Portland,85,63,22,148,1
20231104,1104,2023,South,First Round,4,UCLA,2023 UCLA,13,Sacramento St.,2023 Sacramento St.,67,45,22,112,1
20231103,1103,2023,South,First Round,6,Creighton,2023 Creighton,11,Mississippi St.,2023 Mississippi St.,66,81,-15,147,0
20231105,1105,2023,South,First Round,3,Notre Dame,2023 Notre Dame,14,Southern Utah,2023 Southern Utah,82,56,26,138,1
20231107,1107,2023,South,First Round,7,Arizona,2023 Arizona,10,West Virginia,2023 West Virginia,75,62,13,137,1
20231102,1102,2023,South,First Round,2,Maryland,2023 Maryland,15,Holy Cross,2023 Holy Cross,93,61,32,154,1
20232109,2109,2023,South,Second Round,1,South Carolina,2023 South Carolina,8,South Florida,2023 South Florida,76,45,31,121,1
20232110,2110,2023,South,Second Round,5,Oklahoma,2023 Oklahoma,4,UCLA,2023 UCLA,73,82,-9,155,0
20232111,2111,2023,South,Second Round,11,Mississippi St.,2023 Mississippi St.,3,Notre Dame,2023 Notre Dame,48,53,-5,101,0
20232112,2112,2023,South,Second Round,7,Arizona,2023 Arizona,2,Maryland,2023 Maryland,64,77,-13,141,0
20233113,3113,2023,South,Sweet 16,1,South Carolina,2023 South Carolina,4,UCLA,2023 UCLA,59,43,16,102,1
20233114,3114,2023,South,Sweet 16,3,Notre Dame,2023 Notre Dame,2,Maryland,2023 Maryland,59,76,-17,135,0
20234115,4115,2023,South,Elite Eight,1,South Carolina,2023 South Carolina,2,Maryland,2023 Maryland,86,75,11,161,1
20231201,1201,2023,Midwest,First Round,1,Indiana,2023 Indiana,16,Tennessee Tech,2023 Tennessee Tech,77,47,30,124,1
20231208,1208,2023,Midwest,First Round,8,Oklahoma St.,2023 Oklahoma St.,9,Miami FL,2023 Miami FL,61,62,-1,123,0
20231206,1206,2023,Midwest,First Round,5,Washington St.,2023 Washington St.,12,Florida Gulf Coast,2023 Florida Gulf Coast,63,74,-11,137,0
20231204,1204,2023,Midwest,First Round,4,Villanova,2023 Villanova,13,Cleveland St.,2023 Cleveland St.,76,59,17,135,1
20231203,1203,2023,Midwest,First Round,6,Michigan,2023 Michigan,11,UNLV,2023 UNLV,71,59,12,130,1
20231205,1205,2023,Midwest,First Round,3,LSU,2023 LSU,14,Hawaii,2023 Hawaii,73,50,23,123,1
20231207,1207,2023,Midwest,First Round,7,North Carolina St.,2023 North Carolina St.,10,Princeton,2023 Princeton,63,64,-1,127,0
20231202,1202,2023,Midwest,First Round,2,Utah,2023 Utah,15,Gardner Webb,2023 Gardner Webb,103,77,26,180,1
20232209,2209,2023,Midwest,Second Round,1,Indiana,2023 Indiana,9,Miami FL,2023 Miami FL,68,70,-2,138,0
20232210,2210,2023,Midwest,Second Round,12,Florida Gulf Coast,2023 Florida Gulf Coast,4,Villanova,2023 Villanova,57,76,-19,133,0
20232211,2211,2023,Midwest,Second Round,6,Michigan,2023 Michigan,3,LSU,2023 LSU,42,66,-24,108,0
20232212,2212,2023,Midwest,Second Round,10,Princeton,2023 Princeton,2,Utah,2023 Utah,56,63,-7,119,0
20233213,3213,2023,Midwest,Sweet 16,9,Miami FL,2023 Miami FL,4,Villanova,2023 Villanova,70,65,5,135,1
20233214,3214,2023,Midwest,Sweet 16,3,LSU,2023 LSU,2,Utah,2023 Utah,66,63,3,129,1
20234215,4215,2023,Midwest,Elite Eight,9,Miami FL,2023 Miami FL,3,LSU,2023 LSU,42,54,-12,96,0
20231301,1301,2023,West,First Round,1,Virginia Tech,2023 Virginia Tech,16,Chattanooga,2023 Chattanooga,58,33,25,91,1
20231308,1308,2023,West,First Round,8,USC,2023 USC,9,South Dakota St.,2023 South Dakota St.,57,62,-5,119,0
20231306,1306,2023,West,First Round,5,Iowa St.,2023 Iowa St.,12,Toledo,2023 Toledo,73,80,-7,153,0
20231304,1304,2023,West,First Round,4,Tennessee,2023 Tennessee,13,Saint Louis,2023 Saint Louis,95,50,45,145,1
20231303,1303,2023,West,First Round,6,North Carolina,2023 North Carolina,11,St. John's,2023 St. John's,61,59,2,120,1
20231305,1305,2023,West,First Round,3,Ohio St.,2023 Ohio St.,14,James Madison,2023 James Madison,80,66,14,146,1
20231307,1307,2023,West,First Round,7,Baylor,2023 Baylor,10,Alabama,2023 Alabama,78,74,4,152,1
20231302,1302,2023,West,First Round,2,Connecticut,2023 Connecticut,15,Vermont,2023 Vermont,95,52,43,147,1
20232309,2309,2023,West,Second Round,1,Virginia Tech,2023 Virginia Tech,9,South Dakota St.,2023 South Dakota St.,72,60,12,132,1
20232310,2310,2023,West,Second Round,12,Toledo,2023 Toledo,4,Tennessee,2023 Tennessee,47,94,-47,141,0
20232311,2311,2023,West,Second Round,6,North Carolina,2023 North Carolina,3,Ohio St.,2023 Ohio St.,69,71,-2,140,0
20232312,2312,2023,West,Second Round,7,Baylor,2023 Baylor,2,Connecticut,2023 Connecticut,58,77,-19,135,0
20233313,3313,2023,West,Sweet 16,1,Virginia Tech,2023 Virginia Tech,4,Tennessee,2023 Tennessee,73,64,9,137,1
20233314,3314,2023,West,Sweet 16,3,Ohio St.,2023 Ohio St.,2,Connecticut,2023 Connecticut,73,61,12,134,1
20234315,4315,2023,West,Elite Eight,1,Virginia Tech,2023 Virginia Tech,3,Ohio St.,2023 Ohio St.,84,74,10,158,1
20231401,1401,2023,East,First Round,1,Stanford,2023 Stanford,16,Sacred Heart,2023 Sacred Heart,92,49,43,141,1
20231408,1408,2023,East,First Round,8,Mississippi,2023 Mississippi,9,Gonzaga,2023 Gonzaga,71,48,23,119,1
20231406,1406,2023,East,First Round,5,Louisville,2023 Louisville,12,Drake,2023 Drake,83,81,2,164,1
20231404,1404,2023,East,First Round,4,Texas,2023 Texas,13,East Carolina,2023 East Carolina,79,40,39,119,1
20231403,1403,2023,East,First Round,6,Colorado,2023 Colorado,11,Middle Tennessee,2023 Middle Tennessee,82,60,22,142,1
20231405,1405,2023,East,First Round,3,Duke,2023 Duke,14,Iona,2023 Iona,89,49,40,138,1
20231407,1407,2023,East,First Round,7,Florida St.,2023 Florida St.,10,Georgia,2023 Georgia,54,66,-12,120,0
20231402,1402,2023,East,First Round,2,Iowa,2023 Iowa,15,Southeastern Louisiana,2023 Southeastern Louisiana,95,43,52,138,1
20232409,2409,2023,East,Second Round,1,Stanford,2023 Stanford,8,Mississippi,2023 Mississippi,49,54,-5,103,0
20232410,2410,2023,East,Second Round,5,Louisville,2023 Louisville,4,Texas,2023 Texas,73,51,22,124,1
20232411,2411,2023,East,Second Round,6,Colorado,2023 Colorado,3,Duke,2023 Duke,61,53,8,114,1
20232412,2412,2023,East,Second Round,10,Georgia,2023 Georgia,2,Iowa,2023 Iowa,66,74,-8,140,0
20233413,3413,2023,East,Sweet 16,8,Mississippi,2023 Mississippi,5,Louisville,2023 Louisville,62,72,-10,134,0
20233414,3414,2023,East,Sweet 16,6,Colorado,2023 Colorado,2,Iowa,2023 Iowa,77,87,-10,164,0
20234415,4415,2023,East,Elite Eight,5,Louisville,2023 Louisville,2,Iowa,2023 Iowa,83,97,-14,180,0
20235516,5516,2023,Final Four,Final Four,1,South Carolina,2023 South Carolina,2,Iowa,2023 Iowa,73,77,-4,150,0
20235517,5517,2023,Final Four,Final Four,3,LSU,2023 LSU,1,Virginia Tech,2023 Virginia Tech,79,72,7,151,1
20235618,5618,2023,Final Four,Championship,2,Iowa,2023 Iowa,3,LSU,2023 LSU,85,102,-17,187,0
20241101,1101,2024,South,First Round,1,South Carolina,2024 South Carolina,16,Presbyterian,2024 Presbyterian,91,39,52,130,1
20241108,1108,2024,South,First Round,8,North Carolina,2024 North Carolina,9,Michigan St.,2024 Michigan St.,59,56,3,115,1
20241106,1106,2024,South,First Round,5,Oklahoma,2024 Oklahoma,12,Florida Gulf Coast,2024 Florida Gulf Coast,73,70,3,143,1
20241104,1104,2024,South,First Round,4,Indiana,2024 Indiana,13,Fairfield,2024 Fairfield,89,56,33,145,1
20241103,1103,2024,South,First Round,6,Nebraska,2024 Nebraska,11,Texas A&M,2024 Texas A&M,61,59,2,120,1
20241105,1105,2024,South,First Round,3,Oregon St.,2024 Oregon St.,14,Eastern Washington,2024 Eastern Washington,73,51,22,124,1
20241107,1107,2024,South,First Round,7,Mississippi,2024 Mississippi,10,Marquette,2024 Marquette,67,55,12,122,1
20241102,1102,2024,South,First Round,2,Notre Dame,2024 Notre Dame,15,Kent St.,2024 Kent St.,81,67,14,148,1
20242109,2109,2024,South,Second Round,1,South Carolina,2024 South Carolina,8,North Carolina,2024 North Carolina,88,41,47,129,1
20242110,2110,2024,South,Second Round,5,Oklahoma,2024 Oklahoma,4,Indiana,2024 Indiana,68,75,-7,143,0
20242111,2111,2024,South,Second Round,6,Nebraska,2024 Nebraska,3,Oregon St.,2024 Oregon St.,51,61,-10,112,0
20242112,2112,2024,South,Second Round,7,Mississippi,2024 Mississippi,2,Notre Dame,2024 Notre Dame,56,71,-15,127,0
20243113,3113,2024,South,Sweet 16,1,South Carolina,2024 South Carolina,4,Indiana,2024 Indiana,79,75,4,154,1
20243114,3114,2024,South,Sweet 16,3,Oregon St.,2024 Oregon St.,2,Notre Dame,2024 Notre Dame,70,65,5,135,1
20244115,4115,2024,South,Elite Eight,1,South Carolina,2024 South Carolina,3,Oregon St.,2024 Oregon St.,70,58,12,128,1
20241201,1201,2024,Midwest,First Round,1,Texas,2024 Texas,16,Drexel,2024 Drexel,82,42,40,124,1
20241208,1208,2024,Midwest,First Round,8,Alabama,2024 Alabama,9,Florida St.,2024 Florida St.,82,74,8,156,1
20241206,1206,2024,Midwest,First Round,5,Utah,2024 Utah,12,South Dakota St.,2024 South Dakota St.,68,54,14,122,1
20241204,1204,2024,Midwest,First Round,4,Gonzaga,2024 Gonzaga,13,UC Irvine,2024 UC Irvine,75,56,19,131,1
20241203,1203,2024,Midwest,First Round,6,Tennessee,2024 Tennessee,11,Green Bay,2024 Green Bay,92,63,29,155,1
20241205,1205,2024,Midwest,First Round,3,North Carolina St.,2024 North Carolina St.,14,Chattanooga,2024 Chattanooga,64,45,19,109,1
20241207,1207,2024,Midwest,First Round,7,Iowa St.,2024 Iowa St.,10,Maryland,2024 Maryland,93,86,7,179,1
20241202,1202,2024,Midwest,First Round,2,Stanford,2024 Stanford,15,Norfolk St.,2024 Norfolk St.,79,50,29,129,1
20242209,2209,2024,Midwest,Second Round,1,Texas,2024 Texas,8,Alabama,2024 Alabama,65,45,20,110,1
20242210,2210,2024,Midwest,Second Round,5,Utah,2024 Utah,4,Gonzaga,2024 Gonzaga,66,77,-11,143,0
20242211,2211,2024,Midwest,Second Round,6,Tennessee,2024 Tennessee,3,North Carolina St.,2024 North Carolina St.,72,79,-7,151,0
20242212,2212,2024,Midwest,Second Round,7,Iowa St.,2024 Iowa St.,2,Stanford,2024 Stanford,81,87,-6,168,0
20243213,3213,2024,Midwest,Sweet 16,1,Texas,2024 Texas,4,Gonzaga,2024 Gonzaga,69,47,22,116,1
20243214,3214,2024,Midwest,Sweet 16,3,North Carolina St.,2024 North Carolina St.,2,Stanford,2024 Stanford,77,67,10,144,1
20244215,4215,2024,Midwest,Elite Eight,1,Texas,2024 Texas,3,North Carolina St.,2024 North Carolina St.,66,76,-10,142,0
20241301,1301,2024,East,First Round,1,Iowa,2024 Iowa,16,Holy Cross,2024 Holy Cross,91,65,26,156,1
20241308,1308,2024,East,First Round,8,West Virginia,2024 West Virginia,9,Princeton,2024 Princeton,63,53,10,116,1
20241306,1306,2024,East,First Round,5,Colorado,2024 Colorado,12,Drake,2024 Drake,86,72,14,158,1
20241304,1304,2024,East,First Round,4,Kansas St.,2024 Kansas St.,13,Portland,2024 Portland,78,65,13,143,1
20241303,1303,2024,East,First Round,6,Louisville,2024 Louisville,11,Middle Tennessee,2024 Middle Tennessee,69,71,-2,140,0
20241305,1305,2024,East,First Round,3,LSU,2024 LSU,14,Rice,2024 Rice,70,60,10,130,1
20241307,1307,2024,East,First Round,7,Creighton,2024 Creighton,10,UNLV,2024 UNLV,87,73,14,160,1
20241302,1302,2024,East,First Round,2,UCLA,2024 UCLA,15,California Baptist,2024 California Baptist,84,55,29,139,1
20242309,2309,2024,East,Second Round,1,Iowa,2024 Iowa,8,West Virginia,2024 West Virginia,64,54,10,118,1
20242310,2310,2024,East,Second Round,5,Colorado,2024 Colorado,4,Kansas St.,2024 Kansas St.,63,50,13,113,1
20242311,2311,2024,East,Second Round,11,Middle Tennessee,2024 Middle Tennessee,3,LSU,2024 LSU,56,83,-27,139,0
20242312,2312,2024,East,Second Round,7,Creighton,2024 Creighton,2,UCLA,2024 UCLA,63,67,-4,130,0
20243313,3313,2024,East,Sweet 16,1,Iowa,2024 Iowa,5,Colorado,2024 Colorado,89,68,21,157,1
20243314,3314,2024,East,Sweet 16,3,LSU,2024 LSU,2,UCLA,2024 UCLA,78,69,9,147,1
20244315,4315,2024,East,Elite Eight,1,Iowa,2024 Iowa,3,LSU,2024 LSU,94,87,7,181,1
20241401,1401,2024,West,First Round,1,USC,2024 USC,16,Texas A&M Corpus Chris,2024 Texas A&M Corpus Chris,87,55,32,142,1
20241408,1408,2024,West,First Round,8,Kansas,2024 Kansas,9,Michigan,2024 Michigan,81,72,9,153,1
20241406,1406,2024,West,First Round,5,Baylor,2024 Baylor,12,Vanderbilt,2024 Vanderbilt,80,63,17,143,1
20241404,1404,2024,West,First Round,4,Virginia Tech,2024 Virginia Tech,13,Marshall,2024 Marshall,92,49,43,141,1
20241403,1403,2024,West,First Round,6,Syracuse,2024 Syracuse,11,Arizona,2024 Arizona,74,69,5,143,1
20241405,1405,2024,West,First Round,3,Connecticut,2024 Connecticut,14,Jackson St.,2024 Jackson St.,86,64,22,150,1
20241407,1407,2024,West,First Round,7,Duke,2024 Duke,10,Richmond,2024 Richmond,72,61,11,133,1
20241402,1402,2024,West,First Round,2,Ohio St.,2024 Ohio St.,15,Maine,2024 Maine,80,57,23,137,1
20242409,2409,2024,West,Second Round,1,USC,2024 USC,8,Kansas,2024 Kansas,73,55,18,128,1
20242410,2410,2024,West,Second Round,5,Baylor,2024 Baylor,4,Virginia Tech,2024 Virginia Tech,75,72,3,147,1
20242411,2411,2024,West,Second Round,6,Syracuse,2024 Syracuse,3,Connecticut,2024 Connecticut,64,72,-8,136,0
20242412,2412,2024,West,Second Round,7,Duke,2024 Duke,2,Ohio St.,2024 Ohio St.,75,63,12,138,1
20243413,3413,2024,West,Sweet 16,1,USC,2024 USC,5,Baylor,2024 Baylor,74,70,4,144,1
20243414,3414,2024,West,Sweet 16,3,Connecticut,2024 Connecticut,7,Duke,2024 Duke,53,45,8,98,1
20244415,4415,2024,West,Elite Eight,1,USC,2024 USC,3,Connecticut,2024 Connecticut,73,80,-7,153,0
20245516,5516,2024,Final Four,Final Four,1,South Carolina,2024 South Carolina,3,North Carolina St.,2024 North Carolina St.,78,59,19,137,1
20245517,5517,2024,Final Four,Final Four,1,Iowa,2024 Iowa,3,Connecticut,2024 Connecticut,71,69,2,140,1
20245618,5618,2024,Final Four,Championship,1,South Carolina,2024 South Carolina,1,Iowa,2024 Iowa,87,75,12,162,1
